OrganisationId,Name,Department,Registered,Kind,Notes
3020C660-48B5-4270-B902-9198FE454E2D,Software Engineering Institute,,0,Academic,
113978CE-623F-4C4A-96EF-C3D61ADA4305,Vero UK Limited,,1,Private,
3D69E756-E05D-4EC4-B5B7-9C9F6CABCE6C,Greengineering Limited,,1,Private,
56997769-C031-4239-90AB-FED71F6BC41A,Nufarm Limited,,1,Private,
53DC5CCA-8844-47A1-A048-3AE5F5587408,Associated British Ports,,0,Private,
1FC3AD51-3443-4B7C-BFB4-0BC9230C8835,South West Water Ltd,,0,Private,
D4EB3134-A429-4200-889F-CF6CC9497528,Billett,1,0,Private,
323505A2-2400-4779-A969-28FBDEA97039,COMIT Projects Limited,,0,Private,
21109E00-EB70-4447-88CC-D965F1EA26FE,RAFT Institute,,0,Academic,
597D08AB-5E58-41B4-B805-F485AE707B40,Broadband Computer Company,,0,Private,
F207C27C-36A9-430C-844C-B58056E87381,Faculty of Media Arts and Society,1,0,Academic,
78586C4D-A153-4CED-A562-52507D94B9CB,MEPC Limited,,0,Private,
7801F008-7C77-45E7-90E9-4345B47D138E,University of Plymouth,,0,Academic,
318BDF62-43D6-4F76-9499-21AD66736521,Victory Housing Trust,,1,Charity,
D44C0525-5EB4-4B7B-868C-348AD9E0DBDA,GETECH,,0,Private,
B65675D5-9A3E-4379-A928-D9B7875982DE,B/E Aerospace Consumables Management (DORMCO) Limited,,0,Private,
CDB68C2B-D0C3-4966-AC16-F21C7CB86FCD,Health Sciences Faculty,1,0,Academic,
2ECD2086-8DB4-4833-9C1F-03540A3B759A,ARC Chartered Architects,,0,Private,
3CD8DFA0-1AF6-49F9-BBB4-F2D620554C02,Inositide,1,0,Private,?
EAAD4D43-BD15-432B-9385-2DBD0C65958D,The University of Bath,,0,Academic,
1233932E-1FB9-454F-B828-3E22298F7F8C,Conducter Limited,,0,Private,
6425EB61-C766-4D41-9717-074832FBE20A,Peking University,,0,Academic,
F19BCA20-C34C-405F-ABE4-EA4521DB6702,Biomass CHP Limited,,1,Private,
0728D360-C3DB-4A5D-BE0C-F2F59D28225D,WM Morrisons Supermarkets PLC,,0,Private,
4B6D732D-D1E4-4CC1-8ED8-C831EDBA5BED,World Taekwondo Federation,,0,Private,
DF41FE7A-008E-4F5C-8B52-08B719F5B111,Inst of Education and Public Services,1,0,Academic,
C120C9AC-B7EB-4982-8695-2839D89116D7,CleverMed Ltd,,0,Private,
6F15DBDC-9A8D-4BFE-9727-5D4271AD6D51,NERC,,0,Academic,
58AB78A2-5EF5-4C3F-8BF3-F159C2537F99,Kenya Fisheries Department,,0,Private,
26E0D81D-81BB-4AFF-91F5-970E3CC0078A,STFC,,0,Academic,http://www.stfc.ac.uk/home.aspx
75117075-5983-439C-AC00-A65B1D44E196,Dow AgroSciences LLC,,0,Private,
293480D6-6201-4046-90A0-8CE3CE3F5524,Fermilab,,0,Academic,
9934CE61-CA77-42D8-8BAD-58A33FA3CA38,BP Exploration Operating Company Limited,,0,Private,
63F9E716-290D-4F5D-AD87-86E35B55218D,BAE Systems (Operations) Limited,,1,Private,
BE39F609-BA29-4337-9D7D-E5B5FB2B29CE,Aptuscan,,0,Private,
3D101616-CA8D-47BE-95E3-A8D7CE62A02B,North West University,,0,Academic,
7129E5B5-6181-49CF-A61D-25E86ABC7111,London Borough Of Newham,,0,Private,
21EAAE1F-CFAC-4401-8B88-79615CBB16BC,Sichuan University,,0,Academic,
80C5443C-E485-497D-A8E3-BFD93BC691A6,INEOS Chlor Vinyls,,0,Private,
8E50FEEC-9D6F-4AC6-9591-D0B5E9732151,FNAL - MINOS,,0,Academic,http://www-numi.fnal.gov/
AA26B467-86B0-4F7A-B873-1BD1F4545850,Chemistry,1,0,Academic,
4D9D39DC-00C2-4AEF-B579-929B1C297FD5,TeleMedic Systems Limited,,0,Private,
DC1AF304-7C63-4DB0-8D42-37E406C108F9,Dept of Aeronautics,1,0,Academic,
89A21280-DE8E-4796-999A-10093EE5E743,Saaten Union UK Ltd,,0,Private,
FF68525A-5380-4F7E-92D0-0C7AC887D45D,Ipec Ltd,,0,Private,
314498A9-48A3-473F-B31D-3573EB9A37C4,Food Databanks National Capability,1,0,Academic,http://www.ifr.ac.uk/info/science/nc/food-databanks.htm
11F0E831-70C0-4D8F-BE32-430A83896A58,Nokia Corporation,,0,Private,
500A20F3-3B84-449C-BB91-1BBDFF5D0446,Quorum Logistics Support Ltd,,0,Private,
