OrganisationId,ProbabilityPrivate
01229281-1300-4E31-8AA2-1C95CA3F2C6C,0.62
0126AF5C-413E-402E-8820-A0316F8B34A8,0.62
012902B5-2C49-4186-BC60-8BE073795F40,0.43144439935
0129CDB9-1506-4EF9-A17B-678629E10828,0.62
012B3629-54FD-4780-B0E9-5EE649B4319B,0.155590387003
012D42E0-7C51-4B98-9086-C7949CC318B1,0.83815560455
012E044B-F77D-4B0D-8EB8-EFBC495E626A,0.827691938096
01356944-BABB-49B7-898B-81E9E2C9F051,0.62
0136571A-FB6C-41C6-ACE1-1538D1E4222A,0.62
013AC5F1-AF83-427E-A219-D3577234417B,0.62
013BA232-D97A-4DD7-9732-F58F6FB49E36,0.932749760332
013CD3B1-4367-4E30-A4B7-3CADC035D69F,0.947328182049
013E651C-3BED-4E62-98D9-858BBC5FD040,0.62
01414951-6812-46B8-89EF-EF98740257BF,0.62
0143BD0B-40C4-4809-8731-74BD85259675,0.473014814737
0144632C-C3B2-42AF-92B4-846ECA2BBAE5,0.947328182049
0148A1C8-9377-4A97-903C-39CEA832B018,0.852302840771
014C30E9-7638-49F1-AF70-6820EABC53A8,0.62
014D0E83-18D0-4EF2-8182-7976A09B140D,0.62
0155DF15-377A-4E61-BA1D-593D44DA4FAE,0.62
0155F172-5349-4BCB-B04C-815FEE1C6C89,0.62
0156E81B-96C1-4B8B-92A8-6A57FD95CE9A,0.83815560455
0156F88B-DD80-422D-8753-3C749847FEA9,0.784980988521
0159210C-83B0-42B3-B6FE-C1AF6DF1DA31,0.947328182049
015D5971-2054-4D5F-90DF-C07284F7F8F7,0.845994393474
015F1082-EC49-43CB-87D8-1C3C1AC230CA,0.62
01602C38-F86D-422D-BCB5-41E45F59141B,0.62
0161A58F-936E-49D2-8934-DABB91E5F85F,0.408903701768
01643F9B-EF03-4000-A78D-659B844FCF1B,0.62
016BD320-C040-4A75-9384-6AE1E1866639,0.62
016F94BB-8C40-4341-9F0A-3AB2BB8A9DD0,0.823843994173
01704B34-A278-4656-B505-1826ADB146FA,0.62
0171D63B-C688-4883-938B-DE95715EBF08,0.932749760332
017217C7-42D6-402D-AFED-4499BCAA46D8,0.62
0174D3CC-50DB-4A6A-BBD4-CF1FE0DE61BB,0.62
01784BB8-B86D-4242-946E-82DDEA2E10B3,0.947328182049
0178700D-BEFD-4FC0-8589-F7BA5310EC15,0.62
0180AC3D-C55F-4167-B9CF-DFDE8FBA4BC3,0.932749760332
0181392E-2C60-40D0-85FE-0FB019E97AA1,0.947328182049
018D13C8-A9E7-431A-B02B-C5257486C9FB,0.932749760332
018DBDDF-8A74-4557-8BC2-6F156FC4A0B5,0.947328182049
0190224B-6D8F-44AC-A4D3-99D1F0E50186,0.62
0194AB97-5B69-4FAF-A30D-374D46943A9E,0.62
0195FBB2-7BF8-40EC-9D60-6E2CDB71F286,0.852302840771
01989663-F4D0-4FFA-9DBB-03443C387FE4,0.62
019A5B2A-D9E8-49D8-92CD-8EB60727EC04,0.282373701646
019C3C51-6D85-4A92-900B-6B7B23827918,0.841009221745
01A47B2B-E3A0-4905-A2C5-AC96D112571F,0.62
01A7571A-B834-42A5-A748-EB8E99521DBA,0.62
01AA64C3-217D-4E5B-99E7-C17CE4255FCA,0.62
01AAE70E-B6AE-4963-AE23-F7735BDB8C97,0.857596707304
01AB8A04-F01E-436B-8B7E-72403E8F23C4,0.262975945222
01AEE652-F226-4AB5-9333-8844F12A8B85,0.784980988521
01B0CAD3-5C3A-4343-BAEC-C9ACA756CFB2,0.476450085816
01B3F4D1-40D2-463C-A8AE-90E25834B7FB,0.62
01BA893A-55DD-4A0F-89A0-00377E7D5068,0.503474399707
01BC3A59-99C4-4111-9FF9-0BBFED09351E,0.62
01BD4DEA-9516-4844-AFF5-D958B461705C,0.62
01BF109E-0AD2-44D1-A87A-F2A1941E4145,0.62
01C61C8F-7AEA-4E4E-AA2F-4E09475A1DB8,0.267529650083
01C92495-4DDC-4F5A-98DB-9DF76740DBC2,0.62
01CAB571-DB3D-459B-84B9-CEBCAB22FFDD,0.30318798143
01CBA80B-03E3-4492-A247-83346FB2E71A,0.386478967077
01CC9F26-C8F6-4D85-B56D-47260377125B,0.335343279038
01D46F7A-AB01-4040-ADEC-807705F12B42,0.62
01D909CE-8D79-4C35-8BFD-5B374C92BF44,0.62
01D9AB82-7546-42C6-BBFA-42595517800F,0.260853146784
01DE2FB1-EA01-48A3-B6C7-4C4FA63CBAEE,0.62
01DF45AE-7497-40B3-9F15-5D5099A1784F,0.468704747931
01E743BF-8AD2-47F2-B049-9FA437DECC7E,0.761304160249
01F6F152-0237-4950-AD00-5CE2BFA672CD,0.453070338002
01F7A1D0-FE98-41D1-9E95-D25F600ACD19,0.62
01F97E1E-6D5C-4D51-817A-299F3C084BBF,0.823843994173
0201C99A-BEB3-4CD5-9D77-83C6FE0F3398,0.947328182049
0204E51F-B20D-4FBE-9B43-C3C45440D7EE,0.62
0208A448-1871-440F-9C27-E9A5BE690E07,0.83815560455
0212A649-C12F-4023-88F0-67B4BA47E386,0.947328182049
0213183D-CE0C-4225-A267-FE2A2CC00015,0.947328182049
021409CC-4416-4404-9B4D-6C882C462DF9,0.257586932402
02160198-2BDA-4612-80CB-89631B14D5F0,0.947328182049
0218C698-0578-4A5D-8565-5479C49693EF,0.62
022428EB-EA2E-4206-856D-025D437C9115,0.62
022F39AC-7EAF-4736-9045-0EDFF9F24B96,0.62
0230E196-EE6B-474A-B630-C1632DEF2574,0.62
02353314-ED9E-4225-9018-D0747C83DA2C,0.416899159039
023F5D57-E085-4F56-BA59-AD5D7FC6E12C,0.947328182049
023FCF32-3CA5-4DC8-8F84-AD081C01414A,0.947328182049
0240C647-858C-4B66-B43F-4DCA653190EF,0.499972043367
02433E99-FE2A-42D1-9BFC-73C34DBF689D,0.62
0244737F-2B9C-41AE-B195-29FCBFC5DDAC,0.947328182049
024596E3-5769-47EF-A39A-45EC7E5FC9E6,0.386478967077
0245BF05-2D34-451B-8994-CAE16375F864,0.793512371415
0245EC91-F6BA-4520-AF52-62E3B1CB4DD0,0.155590387003
024767C1-821D-40D2-87AD-BE79A553B8C6,0.932749760332
024C5A39-AFE5-4565-BDF6-773F9353B5E7,0.62
024D7903-0CEC-4228-82C7-203AD24A5F18,0.947328182049
02501481-55E5-4708-8FFE-C94060EA52DB,0.62
025AA3DC-FDA5-43A4-94FD-8B8A09A21058,0.560425830498
025F2FFD-B631-4273-93F0-5C7F9A6C31C9,0.932749760332
02649329-EDFC-4556-A478-515258425472,0.62
02654236-3BCE-4F62-9F67-693B94AF9008,0.62
02689BE9-7700-4EE3-86FB-3A3FD4EFB85E,0.62
027661C3-FE84-4DEF-9E72-16C31A8DE137,0.62
027771FC-020F-4A4A-96CB-32378398BFE5,0.281299364851
027BDA7F-1160-4954-825B-D219717DF415,0.947328182049
027D5CB9-3AF3-4F0F-BE86-EBF5C95B1387,0.851790494175
0281602D-D645-4C9E-80E4-05B8B548D153,0.62
02895C33-D916-4562-8B29-7132FE522DEF,0.155590387003
028C50CF-3AC3-456B-8A63-3DC82AFD6D6A,0.947328182049
029FE2AA-E520-4FBB-98BC-081F2434F9C9,0.281299364851
02A28B5C-14E6-4484-AA0F-9341A4D09EDD,0.947328182049
02A5F700-7D5C-4189-A9F7-E927DCAF419B,0.62
02A91735-99EE-42B2-8C7F-66A4A149F684,0.254570679733
02B452C9-50A6-43C9-BDA5-270260212884,0.947328182049
02B8564C-B636-4F32-B50B-9482F5DBE771,0.282373701646
02BE19C8-5B34-4F90-A9FC-369AA4FFBF50,0.857596707304
02BFC554-E60F-458A-AC94-5814C5411E08,0.62
02C03F66-290F-480E-853E-538E4E09DC2D,0.46778038176
02CAE3BD-5A13-4CB0-B99B-517F98A5FEA8,0.932749760332
02D28182-284D-4D42-B355-77D4962A2DDC,0.851790494175
02D4B637-421E-42F5-8AD0-739FED5A104A,0.783096021355
02D51A91-D2E9-42DF-A97D-B562B52181FF,0.62
02D5D007-1295-44DA-A0D4-288546E92EDF,0.62
02DC5E94-76C0-4B81-96F1-CF6946281F86,0.947328182049
02E3CE1B-F4A4-4CD5-A1DE-A6D9EB4CADB5,0.481052354838
02E9B12B-B7B9-4258-85D7-0379AB2F1917,0.537787842931
02EBF3CC-79C4-47A3-990C-5E17BD091DF4,0.756786929116
02ECE3B0-F864-4593-BCE9-348E204E2058,0.62
02EF54D1-B469-4732-8453-D695125C5E34,0.947328182049
02EF9206-61F2-4DDD-B7A8-F65B20F4DFE0,0.62
02F448AB-FED7-46E4-A314-876064039751,0.155590387003
02F5522B-E3A2-46C1-BF2F-B42A365AE960,0.852302840771
0307898C-3E40-4CB7-88CC-BC1950E9BFE1,0.62
030CD9CB-3FB4-44C0-B932-E0A625AFFC74,0.947328182049
031058A0-3283-4270-83B2-C1AD1DD31215,0.301499432369
03155E18-FC4A-492C-B8F5-EAAA89263FEE,0.62
0317CE11-B7F4-4F59-BF18-F26A145C7090,0.426256540692
03189673-A4DC-4B17-9193-CEE36996A6FD,0.62
032263F5-6A3D-4ACF-A9CD-6AB5EE64A8EE,0.62
0323B68B-7514-4578-BCC9-57C48BB06F69,0.932749760332
03253870-C088-4F18-A65C-AD6459BC3828,0.262975945222
0328BC6E-0D84-4819-82FF-F4C6213BC844,0.562905118853
032931E9-05FF-47A0-ACF7-ACC75FD54D90,0.34340823038
032D3B08-5A8B-41E7-8AFE-0B8C87F3EA3A,0.932749760332
032DF4CA-BED1-4DDE-85DC-D4EB6A793E52,0.932749760332
03323059-F4DD-4F6A-9C1F-2F0AC25959A7,0.947328182049
033453BA-4D2A-4512-9B39-5C3B1311CEB7,0.932749760332
0340F4BF-DC48-41C3-911A-62369A148B62,0.62
03435BBD-76FD-4526-B6FB-F189A227494C,0.841009221745
0347BD1B-2D97-4DF8-AF02-9772FA35606F,0.62
0347D1F7-B270-4CB3-AC5C-2A7B1495C867,0.947328182049
0354F69B-3134-48D5-89F6-51888C6ACB7E,0.280513430308
035BC88A-766A-40F2-9934-9A9626091BFA,0.62
03603A1E-ACA2-407F-87E0-408D0EB380F9,0.62
0366FD7D-CAC1-486C-991B-31C70760456D,0.254570679733
036C1E8F-B003-4246-9983-D72A24FFD0AE,0.62
03736553-B847-4F02-A06D-9B7D8ECD92F5,0.62
0378A7C3-1DF7-486A-841B-1A1854BBD018,0.62
037C5602-45EC-4DF8-9130-BEBF29B99A5A,0.857596707304
0381D5C1-D90B-48DB-8884-33DA0CE33656,0.417203199732
0383573E-EC8F-48E4-AC59-2AA98D2B9A8F,0.262975945222
038D2090-0A07-493B-9BCB-CC9F0CDECB4A,0.62
038F7402-422D-40A4-A166-977260DEE35A,0.932749760332
03942FFB-CDC8-4BFD-A9D1-C7ADB746CBA8,0.62
0396B76A-18F6-4187-BEFD-D436088E0B2B,0.343467405661
039BCF9E-A214-4AA9-A010-3C01AA1D88C6,0.62
03A14298-D50A-4C4D-8B2D-E03D3C0BCD02,0.504202311344
03A742E4-3F12-4B71-AA7F-4210C952BBBB,0.62
03A9B6B7-6577-49BF-9ED3-F8F562AD88B9,0.62
03ADA2EB-BCEE-430E-8FFA-D23FD7AECEA4,0.551527135224
03B0C059-B770-4CB6-873C-E733482B4596,0.62
03BD3C80-CCC6-47A1-90AC-7B4F1A3364A9,0.851790494175
03D07F11-F727-4CBE-B712-8AF5D1DF0848,0.477520176833
03D3A37D-643A-488B-AED8-221F4741CB5F,0.457760149886
03D5FF19-D78F-47C0-9315-6EDDCF0F43C7,0.62
03D6A509-9C27-4303-B089-FFDD814990EE,0.62
03D89E49-7BC6-49DB-8945-33C0F4986C08,0.947328182049
03D8AFBB-3EA5-4885-B036-BD4F9F4F9849,0.155590387003
03DCD934-448B-4745-A726-49C64E21EA57,0.232338060548
03DF0616-9DFA-4243-BD50-145496D802CA,0.327895842967
03E8643F-8D31-4793-A765-A80E4F53630B,0.565219076258
03EBBB49-0652-492E-91F2-101F0BBD984B,0.932749760332
03ED67F8-C910-4F11-B0F7-BE18120442B1,0.62
03EF2124-2FCF-4612-BE98-363C3DF1C016,0.62
03FCA9CC-0B57-42C0-BC78-2866B049E147,0.745052906688
03FE4BF0-CB06-4DE6-B91F-7C05D3B2F074,0.62
03FF96B2-8FD3-45BA-A29A-C7733A31C7C4,0.851790494175
040740DA-F718-4CEF-B935-D59368F2C313,0.62
04092B01-0B16-43B5-BEAB-D484B77F3E32,0.823843994173
04108BB8-4EAA-4EEB-93CF-63967C1B1AC8,0.947328182049
0410B425-38B4-4AA8-8D40-C91C883F62CC,0.947328182049
0415CB96-11D6-42B5-9274-0E7CAB92B24B,0.827691938096
0417CA9E-B7C4-45DF-B344-5E761052066E,0.845994393474
041ACCB0-2D03-4641-8793-909D1FDB94F7,0.453070338002
041B81BE-7CF9-47C6-9551-570297F41FEB,0.416899159039
041CF464-98A2-4177-B5C6-077B0E114861,0.432779535105
041EDAA0-D078-40AD-8EA1-646243EBBC19,0.414147900538
042284CD-6AFD-45CD-BDDD-B2B5B692C6B7,0.62
04242579-615D-42EB-B925-306DD105DD09,0.62
042ED1DE-7465-4D26-9DB7-FE5274B8B7E8,0.281299364851
04334449-5BAF-44AF-93DF-860047C544D1,0.932749760332
0434A6BB-68D3-4121-A69E-7DEDD35B0A47,0.436482488117
04364448-0E74-4B1E-9223-923FE91E883E,0.62
043B0252-E59E-48EB-B2D7-9E37FF771751,0.431795416557
043D857F-57F2-49DD-8185-344AD625FCDB,0.947328182049
043E3509-FE7C-43FF-91AB-2285D5954614,0.62
04451E2C-3B6A-4F73-8BF3-8143D850F963,0.537787842931
04457395-D06C-4DCF-A000-4F0069471818,0.46778038176
0451C7C4-81EF-45DD-BF00-9980AD4A76D4,0.78996827383
04527AA5-042D-4C59-A990-69E0B526A704,0.62
045345BB-1CFD-4EF4-AA53-60967B3091AB,0.473014814737
045A5CB8-0B91-49D4-A3E0-A6F20734FCCB,0.62
045C0C93-C377-4E43-8693-6996308B5717,0.62
045D2237-A37D-45C7-9F6B-4E943A788351,0.62
045E8F53-0CAC-4F5B-9092-6FF9EE59F3C7,0.62
045F0B25-891E-4F01-A4BE-169E138BFD40,0.537787842931
0462E748-57B8-4B87-8A10-4DAF0DFA5F46,0.232338060548
0463751F-6375-4F9A-80B2-3A9D976A7EED,0.62
0465EF9E-2E7B-4463-AC6B-3C93904BBAE9,0.845994393474
046AEB06-04CA-4896-926B-E5CBCB1F93A8,0.564335048841
046C4B5C-E032-49F0-A051-B9EC8DEA300D,0.335343279038
046D336F-75D1-470B-B72C-4D8DE05787AD,0.561354688401
046E7BF9-FABB-4511-B649-CEEA76E1A762,0.932749760332
0470E698-6F75-435D-9A80-03B7EE4B8BEC,0.62
04794464-D84E-4338-A711-EAF056D53D24,0.417808746747
047CFA2D-4728-458C-B312-DE839F958E71,0.845994393474
047DDA80-27FF-42A6-9644-E2CC38D15248,0.932749760332
048118FC-900D-4978-9259-F270EDEEB09D,0.851790494175
048173CF-7B80-42A7-9935-7A4C2D4979E6,0.62
0483C0B1-BC2F-4AA4-9658-C5E132F2D396,0.932749760332
0485A567-9E1B-4828-94A2-72FDC9910FB6,0.932749760332
0485FA1A-06B6-402A-A726-AA9E66E1F512,0.335343279038
04875329-0E15-4DBD-860B-3B4C222B699A,0.539069591948
04881D4A-0399-47DB-9D13-BAE8FFE2C9D6,0.62
049031FE-E346-442F-9A22-C4F0AFC136FA,0.155590387003
04924E7B-6FAF-4D0B-B649-04C7CE69ACA9,0.477520176833
0496ACD9-B96A-408E-B177-F713E12F4DA6,0.254570679733
0499E2EB-A91F-4279-85B0-32CBF2538D15,0.62
049BBDCC-F571-4F97-B684-27988E0DE6F6,0.564335048841
04A5271A-50FD-4E40-A4D2-C98922EC6744,0.477520176833
04A5C7BC-E99E-4E3E-A467-2FF1252A0585,0.254570679733
04A5EE23-17C9-4EAB-9A7D-B915B308D8E3,0.823843994173
04AEEBAD-C5E8-4295-8DF4-9D994B48C0F6,0.62
04AFCE9F-BD9E-46F4-8B48-8A9BB0152F61,0.62
04BA28DA-CB77-4A4A-A76C-DB54F14C607C,0.62
04BA6DC7-912B-4265-BA44-CECC67A4D5DD,0.62
04BB9D24-6874-48A8-BC2E-F802D33B9F92,0.62
04BEC6B2-C800-4ECE-AFBA-65D206B3BC57,0.823843994173
04BFFDD7-4667-4B76-A696-C7496E79F51A,0.62
04C0CC91-34DB-4E17-B5DC-7C74B2F2C11D,0.83815560455
04D2BFFC-CC31-411C-AB6D-31CE60E59896,0.62
04D80D8F-EAEC-4F43-A802-590B5E186E09,0.62
04D91873-2D43-4D53-B65B-69E3C9607FD1,0.62
04D92574-EACD-4ABD-B25C-BF2460A2CF61,0.33352039961
04E13529-0DD0-4195-82E9-7AD10C540CC7,0.62
04E16CE3-F962-4770-912E-245E9D4D6BFE,0.330119970496
04E23558-2F98-4D5D-9B30-9A7B24DD77F0,0.932749760332
04E4E5C7-872E-43B6-87A8-862A3CFC31B6,0.468704747931
04E80076-E54D-4E79-91F7-FFD00918FBEE,0.947328182049
04F02705-05CF-489C-8A1F-FCD941431F13,0.62
04F78B66-2F7E-4229-9118-CCEE4B279D0B,0.845994393474
04FAF9C9-FDCC-4CBD-A699-89C214A894A1,0.411371454755
04FCBABD-8684-4D4C-9B7C-A6DB94097F81,0.932749760332
04FD8C79-8104-4D82-8F80-674F96B7DC05,0.62
05017DA8-E7F6-46B9-8ED8-42F233ED31BF,0.62
0502C121-5739-4EE4-849C-4AC93FF01FD7,0.554395588268
050E1BDC-DDCE-4437-A186-7663C8681087,0.62
050E7C5E-0745-4706-948E-4738853CE52B,0.947328182049
0510005F-B554-45D3-8928-FB5830EE5E61,0.525005714717
0511E38C-4ECE-4B7F-A2B7-8D51E5ADE068,0.947328182049
05176911-37F4-4323-8EFB-285ACDDC6D70,0.417203199732
05180134-DBE3-48AE-8FBA-FBB25E986B70,0.62
051CF2FA-AAF2-4952-B78C-76FA908328D8,0.262975945222
0524202C-93FF-4F1F-B311-479F40F0B623,0.947328182049
0524227D-F226-447D-BBDF-C9A01E7B8F12,0.932749760332
052C6889-E957-4AA5-9851-03F7EC59B3E3,0.62
052D6B80-8862-4F23-8670-2AC48266A9C3,0.947328182049
0531A2C7-EB8F-4745-BAF0-48DDBB1A4861,0.947328182049
05329A92-3209-4B4A-8084-396392FAF289,0.426295555435
0532BBC4-57DC-4066-B768-2ED3209AB507,0.499972043367
053422B9-2E6A-4E6D-A08D-078FD712FFA2,0.62
05393055-2911-4B14-8A1D-13F1FF5C3E2B,0.947328182049
053B6AA8-9561-4F3F-A0DD-850A512FBA23,0.539069591948
053DA4B8-F2F9-4B0C-8BEC-0216C8F41E6F,0.62
053F1927-FE89-47CA-9CF6-F32AC278996B,0.62
053FFFE4-0296-4F38-B086-FFF9631A2E04,0.62
0540D55E-C75F-4094-A884-9A6751FA3111,0.281299364851
0541B272-1194-4EF6-A90B-552BD6883DF8,0.62
054AFBA0-D859-4CC5-91D0-4A35F2941AF7,0.62
054E5843-92BA-4BF9-8DCC-319213D55F3C,0.62
05554517-EAF0-44E5-AB3B-FC899B2DAFE8,0.353740772973
05576FEA-8E0E-4926-B8B1-290400900CF2,0.34937166602
055BE839-32D8-4496-B884-BA00E16A4826,0.62
055D89A5-0B5E-44E6-829E-447B240BD10B,0.155590387003
055E14B4-6801-4C53-A59A-1DC4DB457A45,0.62
055E428B-EF35-46E3-83A6-4D4004294C32,0.155590387003
055EA8B7-2C66-4FF5-96DD-63FA3AA7D0B7,0.426256540692
055EBF6B-7087-4977-9457-D272D48DDF30,0.62
056F928C-8580-4BFA-BECC-C6E9E6924BBF,0.932749760332
05720C6A-13E4-4E60-AA61-B3F9197C6033,0.947328182049
05726F09-9F2C-47CC-B7C6-D6832DCF57F0,0.62
0572E988-07DE-41E9-AC3F-08D80FF4C43A,0.62
05758A58-9FB8-4556-B8DD-DBB949CD6B8A,0.932749760332
05798E6E-B931-4660-8ECB-59AB3E352483,0.857596707304
057AA52F-FBC9-45B2-B6C3-1212E1E2C84B,0.932749760332
057CBD71-8B2E-4F2D-BA14-5480FB2F9D7A,0.62
057FB8A0-6D31-4B6C-9672-64A13AB64056,0.62
0583845A-9616-45ED-A2E5-1AF666C2C0EB,0.83815560455
058511D2-70BF-4B3F-BA6D-483326084405,0.947328182049
05881393-34B9-43B3-9885-21111565733F,0.155590387003
0592ACD1-B392-4D5E-9DB7-D944B6B720B1,0.507843506889
05A00FFC-49F7-4CF7-AA66-C73CDFAD5B8E,0.947328182049
05A06366-99AB-42DA-A216-32DBFBB6F027,0.947328182049
05A1537C-33DF-4EF9-98D7-F1FE2B70B1D0,0.947328182049
05A3DED0-A1B0-4705-976B-75DE774290EA,0.83815560455
05A83F0F-CB36-48AF-BA02-DB3D1C9B04FA,0.947328182049
05B00280-BE24-4C28-9B69-438074968DB5,0.62
05B02C7D-9C85-4977-B7E8-C561D49076DC,0.62
05B57F2C-375C-4ECA-AF09-DADE441A3AB7,0.932749760332
05B58BE9-AD87-4C31-B643-ACF20E4F7751,0.932749760332
05BAA147-F669-4B24-A1CB-AF3ACB4EF2D3,0.62
05C2BC56-708A-4294-BC6D-6F3714513391,0.62
05C74DD5-C71E-4AC4-9EBE-1F979E19CCB1,0.62
05C8142A-D542-4EF5-B9E0-AE96260862E5,0.932749760332
05CF356C-765C-4254-8B98-803128F2A792,0.932749760332
05D12DE3-4751-44B1-82DB-0C7F19B9DE37,0.62
05D1CF17-F9BB-4C7A-8D9A-BD4CAF370C78,0.851790494175
05D347C0-1F75-40CD-B4B4-78763DF323A1,0.537787842931
05D88A38-0AE0-4EF6-AD3D-B459CDB842ED,0.62
05D9D2E4-7931-4A68-9B92-318DE8632494,0.477520176833
05DE5E02-F1FE-4AD2-AFCA-584B47EA9C31,0.62
05E35A78-C0ED-441F-BA6E-5C825FCF41A8,0.455720673136
05E830B5-49BD-4C53-91F6-B5EAA92542A4,0.947328182049
05E96031-F9C9-4C52-9124-4B5730B69198,0.33352039961
05E9D809-D78F-4C67-8FA1-D1AEBCEFBE77,0.932749760332
05ED5F9B-BE93-4F38-A441-5183DC970133,0.62
05EE30E1-ABB3-451D-A8B3-9F4B20C895B9,0.262975945222
05F2286B-1F1E-4042-9C63-86358AF3AF8F,0.761304160249
05F5D870-C52A-450F-82C8-B8400EC6758D,0.947328182049
06069C1D-6A89-44C8-A04A-EE0C7AA5B36F,0.932749760332
0606C9AA-1A22-43BE-BF67-AD0AF00EF98D,0.823843994173
0607A6D6-E8D5-409D-8BF3-95BB62DA209D,0.477520176833
06095F77-C422-4875-9D68-9579CE9C0228,0.932749760332
060BF14D-C892-465F-B1A1-F70C4885942E,0.426295555435
060C89E9-66C5-4F7B-B010-218C2A4B88D5,0.62
06126428-E491-4AA8-9840-241D30089193,0.62
0612E4D9-99C5-4E2C-8694-9DB53AA18C83,0.793512371415
061483F4-A310-41BA-8164-55FAE8992199,0.795452155951
