OrganisationId,Name,Department,Registered,Kind,Notes
3020C660-48B5-4270-B902-9198FE454E2D,Software Engineering Institute,,0,Academic,
113978CE-623F-4C4A-96EF-C3D61ADA4305,Vero UK Limited,,1,Private,
3D69E756-E05D-4EC4-B5B7-9C9F6CABCE6C,Greengineering Limited,,1,Private,
56997769-C031-4239-90AB-FED71F6BC41A,Nufarm Limited,,1,Private,
53DC5CCA-8844-47A1-A048-3AE5F5587408,Associated British Ports,,0,Private,
1FC3AD51-3443-4B7C-BFB4-0BC9230C8835,South West Water Ltd,,0,Private,
D4EB3134-A429-4200-889F-CF6CC9497528,Billett,1,0,Private,
323505A2-2400-4779-A969-28FBDEA97039,COMIT Projects Limited,,0,Private,
21109E00-EB70-4447-88CC-D965F1EA26FE,RAFT Institute,,0,Academic,
597D08AB-5E58-41B4-B805-F485AE707B40,Broadband Computer Company,,0,Private,
F207C27C-36A9-430C-844C-B58056E87381,Faculty of Media Arts and Society,1,0,Academic,
78586C4D-A153-4CED-A562-52507D94B9CB,MEPC Limited,,0,Private,
7801F008-7C77-45E7-90E9-4345B47D138E,University of Plymouth,,0,Academic,
318BDF62-43D6-4F76-9499-21AD66736521,Victory Housing Trust,,1,Charity,
D44C0525-5EB4-4B7B-868C-348AD9E0DBDA,GETECH,,0,Private,
B65675D5-9A3E-4379-A928-D9B7875982DE,B/E Aerospace Consumables Management (DORMCO) Limited,,0,Private,
CDB68C2B-D0C3-4966-AC16-F21C7CB86FCD,Health Sciences Faculty,1,0,Academic,
2ECD2086-8DB4-4833-9C1F-03540A3B759A,ARC Chartered Architects,,0,Private,
3CD8DFA0-1AF6-49F9-BBB4-F2D620554C02,Inositide,1,0,Private,?
EAAD4D43-BD15-432B-9385-2DBD0C65958D,The University of Bath,,0,Academic,
1233932E-1FB9-454F-B828-3E22298F7F8C,Conducter Limited,,0,Private,
6425EB61-C766-4D41-9717-074832FBE20A,Peking University,,0,Academic,
F19BCA20-C34C-405F-ABE4-EA4521DB6702,Biomass CHP Limited,,1,Private,
0728D360-C3DB-4A5D-BE0C-F2F59D28225D,WM Morrisons Supermarkets PLC,,0,Private,
4B6D732D-D1E4-4CC1-8ED8-C831EDBA5BED,World Taekwondo Federation,,0,Private,
DF41FE7A-008E-4F5C-8B52-08B719F5B111,Inst of Education and Public Services,1,0,Academic,
C120C9AC-B7EB-4982-8695-2839D89116D7,CleverMed Ltd,,0,Private,
6F15DBDC-9A8D-4BFE-9727-5D4271AD6D51,NERC,,0,Academic,
58AB78A2-5EF5-4C3F-8BF3-F159C2537F99,Kenya Fisheries Department,,0,Private,
26E0D81D-81BB-4AFF-91F5-970E3CC0078A,STFC,,0,Academic,http://www.stfc.ac.uk/home.aspx
75117075-5983-439C-AC00-A65B1D44E196,Dow AgroSciences LLC,,0,Private,
293480D6-6201-4046-90A0-8CE3CE3F5524,Fermilab,,0,Academic,
9934CE61-CA77-42D8-8BAD-58A33FA3CA38,BP Exploration Operating Company Limited,,0,Private,
63F9E716-290D-4F5D-AD87-86E35B55218D,BAE Systems (Operations) Limited,,1,Private,
BE39F609-BA29-4337-9D7D-E5B5FB2B29CE,Aptuscan,,0,Private,
3D101616-CA8D-47BE-95E3-A8D7CE62A02B,North West University,,0,Academic,
7129E5B5-6181-49CF-A61D-25E86ABC7111,London Borough Of Newham,,0,Private,
21EAAE1F-CFAC-4401-8B88-79615CBB16BC,Sichuan University,,0,Academic,
80C5443C-E485-497D-A8E3-BFD93BC691A6,INEOS Chlor Vinyls,,0,Private,
8E50FEEC-9D6F-4AC6-9591-D0B5E9732151,FNAL - MINOS,,0,Academic,http://www-numi.fnal.gov/
AA26B467-86B0-4F7A-B873-1BD1F4545850,Chemistry,1,0,Academic,
4D9D39DC-00C2-4AEF-B579-929B1C297FD5,TeleMedic Systems Limited,,0,Private,
DC1AF304-7C63-4DB0-8D42-37E406C108F9,Dept of Aeronautics,1,0,Academic,
89A21280-DE8E-4796-999A-10093EE5E743,Saaten Union UK Ltd,,0,Private,
FF68525A-5380-4F7E-92D0-0C7AC887D45D,Ipec Ltd,,0,Private,
314498A9-48A3-473F-B31D-3573EB9A37C4,Food Databanks National Capability,1,0,Academic,http://www.ifr.ac.uk/info/science/nc/food-databanks.htm
11F0E831-70C0-4D8F-BE32-430A83896A58,Nokia Corporation,,0,Private,
500A20F3-3B84-449C-BB91-1BBDFF5D0446,Quorum Logistics Support Ltd,,0,Private,
OrganisationId,Name,Department,Registered,Kind,Notes
91B057FD-8BF1-4638-A6F9-1ACBA68374C0,Latitude Partners Limited,,0,Private,
E317352C-069A-449E-8DD4-2096D7132FA9,Pennine Accute Hospital NHS Trust,,0,Charity,
8FE7F51B-952C-44F9-BE5E-7CF555693DED,W.H. Boddington & Co. Ltd t/a Boddingtons Technical Plastics,,0,Private,
594175FA-7834-4401-9CDF-B8C67B0798FF,Plymouth Hospitals NHS Trust,,0,Charity,
6F5A0F03-EDA0-4CEB-81A6-8872D54A0A94,Centre for South Asian Studies,1,0,Academic,
43FC35E6-806C-482B-8E01-7299DF6AD76C,Social Assistance and Rehabilitation for the Physically Vulnerable (SARPV- Bangladesh),,0,Academic,
1F06C12D-629C-417F-83BC-36140A73C217,Medical Vision Limited,,0,Private,
3D41679E-6431-47A4-81FE-F107A83389F9,The Shadow Robot Company Limited,,1,Private,
29F660D6-2CC0-4C11-9C95-3BBBD10DA0E9,Cambridge Microfab Limited,,1,Private,
6BF1C168-0D9F-4AF0-9673-7975D52C4E39,Scryon (Centerprise International),,0,Private,
D00FEBB5-1C71-47B0-B7C3-C614F704ACB6,Loreus Limited,,1,Private,
C8E03C48-D733-40FD-A0DC-7F1C9FE20DF0,Cross-Hueller Ltd,,0,Private,
E2714382-F436-4B13-BB5A-E883DE8F53BA,Chris Newell,,0,Private,
336FFBCB-041C-4643-B37E-1F4116A1757A,Dyson Thermal Technologies,,0,Private,
56D48FA1-9B14-463C-BCC0-02C37A327573,Tate,,0,Private,
EA5BEF90-54C1-47C9-A508-35F5C02EB4D3,Michelin Tyre Public Limited Company,,1,Private,
D8B18456-0FE0-4A28-96D4-FC440AF87CAF,Scottish mink Initiative,,0,Private,
6917202A-7D08-4660-964C-EF12D6E0F8E3,Agrifibre Technologies Limited,,1,Private,
F45A4578-F962-4EFA-9CC1-9F2FF4F760AE,Cranfield University,,0,Academic,
63F261A4-B7A6-4AAC-BD69-B33025D2F567,Ericsson Ltd,,0,Private,
669018A0-2717-4E7A-9F78-8D9CECEF7769,Science and Natural Resources,1,0,Academic,
E1AA4C8F-ACE0-41A3-AA83-84E7B19954FF,Cambridge University,,0,Academic,
5373F1E2-7929-4A10-B950-597885B70063,Ashwoods Automotive Limited,,0,Private,
074F488F-2150-4237-BDFD-AF75CA2F8F63,Sch of Electronics,1,0,Academic,
6D53269B-D0AB-4511-9C40-3EE863364027,Mersey Basin Campaign,,0,Charity,
69360760-81B3-456D-9AEC-FF7D7283ADCF,RS Components,,0,Private,
BD2479AB-FC19-4921-A94F-A47B153D6C7B,Institute of Governance,1,0,Academic,
1B0BEE58-25F8-4C95-A7E2-F28C813C7DCE,MobiCycle LTD,,0,Private,
E65FA933-E0BB-41F8-8935-EE75BE58DE5F,CAMBRIDGE IMAGING SYSTEMS LTD,,0,Private,
94CF534F-7D0D-48C8-887D-30C329DEA8C8,Enabling Technologies,,0,Private,
50DBE0C0-BDF9-4C13-AF52-6F2DB241FE4A,Cardiovascular,1,0,Academic,
7560756A-B60C-474E-A036-561C13F04477,Midlands Architecture & the Designed Env,,0,Academic,
F3B8FB05-4856-45F3-A423-43C21FA092CE,2 Thumb Grip Limited,,1,Private,
3B53CB7F-E9FD-474F-BECC-F8BA705EE863,The Hawick Cashmere Company,,0,Private,
A961D861-704A-481E-A03C-98AE9D0814A9,European Space Agency/EUMETSAT,,0,Academic,
97190066-1940-4D15-AF71-18337D338214,"School of Film and Television Studies, University of East Anglia",,0,Academic,
26CFB004-1259-44C3-9F35-6D96C0C1FE74,Cambustion,,0,Private,
E91C5AB3-CC5A-4945-B1F0-FB9673076831,St Olaf College,,0,Academic,
17BC4105-C6C3-4E52-8AAC-1AF2D7914E1F,card University of Cardiff,,0,Academic,
E32CB4C5-BBCE-4811-B512-4DCBC8A50444,University of Passau,,0,Academic,
615AA5D6-9DB7-47BF-9664-C2CFD39FFD16,Institute of Cell Biology,,0,Academic,
D7D318F5-B4ED-452B-95D6-6A0A410E46C8,Southampton University Hospitals NHS Trust (SUHT),,0,Academic,
999D4E51-1C3C-4855-975E-41F0ED744967,"Inst of Cell, Animal and Population Biol",1,0,Academic,
0E61A4D3-883E-4BA3-84A7-3E2FC254B70E,GKN Aerospace,,0,Private,
6C7AE1B3-F2C8-4758-940E-37F15EB81FDD,King Shaw Associates,,0,Private,
FED9AE7E-70BD-436F-8624-2FB22600FEF5,Michelson Diagnostics Ltd,,0,Private,
B1DD141D-893E-4704-B14A-779EA14E900E,Wates Construction Limited,,0,Private,
FC59975E-26E8-4A62-ABD8-A570DC6ABF06,Keele University,,0,Academic,
78F9C3E5-C9F6-479B-B5AE-4ACA696CE819,Housing 21,,0,Private,
23990A94-9E07-4588-824C-6ECE74F41146,Hodmedod Ltd,,1,Private,
2A37FCD8-48F8-4DCC-BFFD-74FB6F683B4E,Crompton Mouldings Limited,,1,Private,
05A1537C-33DF-4EF9-98D7-F1FE2B70B1D0,Dispensing Liquid Limited,,0,Private,
2871D494-5995-44C9-9127-63E8C782EE51,TdeltaS Limited,,1,Private,
8EBAE9A6-5FF0-4B29-A4B0-D5B2D238FE18,"Politics, Languages and Int Studies",1,0,Academic,
C184D07F-6343-4E71-BB79-D3F5924D7B0B,University of Wyoming,,0,Academic,
9F703131-E8B2-4913-B8BF-E6DE71CB1490,AECOM,,0,Private,
601BC233-A0F4-46D3-8B1E-86A5C4129ACC,The William and Flora Hewlett Foundation,,0,Private,
E507F1BA-3EDA-4476-953B-2C38DDBDFB63,"Endocrinology, Diabetes & Internal Medic",1,0,Academic,
81A1126F-B256-46A5-AE20-0CEFE1062580,Institute of Earth Crust,,0,Academic,
9FA1FF34-3E22-4237-8268-EADB7DC92865,NERC,,0,Academic,
0E493AF7-B416-4E23-80E7-D33B7A9F60F0,Bignall Lubritec Limited,,0,Private,
00DFC709-6B3C-4C17-B060-6FA2A273A1AB,Pentangle Engineering Services Limited,,0,Private,
72EC65D9-76E8-44DB-8C9B-D425589373BF,Derry City Council,,0,Private,
935D1B3C-3466-4F1D-AC73-91036FC4606C,African Ctr for Economic Transformation,,0,Academic,
C55A4807-DA12-469F-B4DC-50BE1CF945B7,Altair Engineering Ltd,,0,Private,
8862880D-7BAF-40EF-8C8C-F0EE02F55380,The National Gallery,,0,Private,
2CCA6858-49C8-44E7-918A-05C38BAC1E31,Cambridge Silicon Radio Ltd,,0,Private,
48CEE61D-208D-4F70-91DF-13611FBC7408,Molecular Neurobiology,1,0,Academic,
BB53A81B-2E74-446E-8221-6BF168CB8F37,Kassanis + Thomas Limited,,1,Private,
60426BE9-3EA3-4382-9FF7-752EC3CE27BD,Imagination Technologies Ltd UK,,0,Private,
2178731A-1465-474D-A3B6-E8FBD849426C,Bangladesh Agricultural University,,0,Academic,
1D9751D4-DEEC-4309-9B78-F2BCB18DBD47,College de France,,0,Academic,
507F33E4-DC15-4216-8551-16CA47DBAE11,Capulet Limited,,0,Private,
CADB2636-5940-4C49-8F0F-6870CEA97A31,Second Places Limited,,0,Private,
7AA8D30C-7F86-4B34-84D0-9E3E220671DD,BlueSky International Limited,,1,Private,
BD943612-9B38-46CD-A106-82394B6623F0,World Conservation Monitoring Ctr WCMC,,0,Academic,
317604F5-FD98-446B-95E3-45F5B87F5B00,Tyco Electronics UK,,0,Private,
141FFD9E-6DDE-403E-A690-7BEBEF3751FF,Institute of Biomedical Engineering,1,0,Academic,
5F1712D3-0117-4A01-B1ED-393AD8646B3B,Neal Spowage,,0,Private,
FA5382C4-62D2-4981-9BC7-8F799391B475,Bristol Royal Hospital for Sick Children,,0,Academic,
602CA8C6-2632-4B81-A78B-98DCA4F392E8,eema,,0,Academic,
EBB8BD2E-B019-4367-B7D5-02C0EB1C71EE,Norfolk County Council,,0,Private,
C914A30D-72C0-427C-B532-D798A26A0710,Marie Curie Cancer Care,,0,Private,
7B51F1AF-7C84-4FF7-A0CE-322AA8D7D7FD,University of Regina,,0,Academic,
7D941CC5-8560-4AEC-9A51-F9B711FA8F28,European Languages and Cultures,1,0,Academic,
0C6F531B-AE47-470C-80AF-E4684568C0CB,"Erasmus Universitair Medisch Centrum, Rotterdam",,0,Academic,
2F38B196-8D9F-4968-9096-3C3325E35BE9,Westfield Sports Cars Limited,,1,Private,
6425EB61-C766-4D41-9717-074832FBE20A,Peking University,,0,Academic,
209D47D6-0226-466D-9D96-FB0726B284F5,Raptor Photonics Limited,,0,Private,
55FAA24C-D034-49B1-9D4E-33EA217FAFCB,College of Life Sci and Med Graduate Sch,1,0,Academic,
3CF124C7-9806-487C-BF57-507A41359C81,Fac of Arts and Human Sciences,1,0,Academic,
CC9AB89E-0164-42C3-BDF8-14114667C4F9,Kamineni Life Sciences,,0,Private,
BD23FB25-3407-44AF-8175-A2FC8B800A2C,Baringa,,0,Private,
A4CA00D7-F6BB-4EFB-A24B-FED13945E1D6,Forsite Diagnostics,,0,Private,
75514685-4076-4D1C-9F16-B0AB8BC910B2,International Ctr for Poetry Marseille,,0,Academic,
DAC93BC7-94E9-4376-87AE-82741AD12F70,Merck Chemicals Limited,,0,Private,
6B7D1C48-1F6B-46DC-B384-92C04C8934B4,Xlvet Training Services Limited,,1,Private,
2256A43D-9DC5-4D86-8512-EE55EB82A2E9,"Intellikine, Inc.",,0,Private,
AAAD51B8-5801-4F78-919E-441E67958F88,Birkby's Plastics Ltd,,0,Private,
47797A7E-6F08-4A72-BA04-7D67F33211E6,Cyclacel Ltd,,0,Private,
